Price,Year,Make,Model,Condition,Engine Cylinders,Odometer,Driven Wheels
23991,2014,audi,a5,good,4,42560,fwd
1499,2006,nissan,other,good,4,159000,fwd
1499,2009,nissan,other,good,4,125000,fwd
3400,2009,chevrolet,cobalt,good,4,149963,4wd
16000,2008,mercedes-benz,c63,good,8,158500,rwd
1999,2012,ford,other,good,4,63000,fwd
30000,2019,volvo,s60,good,4,14383,fwd
7295,2008,cadillac,cts,like new,6,104896,fwd
0,2018,honda,hr-v,good,4,37208,fwd
9988,2008,ford,f250 super duty regular cab,good,8,133572,fwd
6995,2006,volkswagen,jetta 2.0 tdi,like new,4,114896,fwd
25988,2013,chevrolet,silverado 1500 crew cab,good,8,118620,4wd
17488,2013,other,Scion FR-S,good,4,47446,rwd
0,2021,toyota,tacoma,good,4,11,fwd
23991,2018,ford,fusion,good,4,25751,fwd
34988,2016,ford,f250 super duty crew cab,good,8,133203,4wd
13988,2007,ford,f250 super duty super cab,good,8,164229,fwd
26988,2018,ram,promaster cargo van,good,6,75295,fwd
0,2018,toyota,tacoma,good,4,44859,fwd
19888,2005,ram,2500 quad cab,good,6,291191,4wd
17998,2010,ford,f150 supercrew cab,good,8,145479,4wd
9788,2005,ford,e250 super duty cargo,good,8,162871,rwd
9988,2008,ford,f250 super duty regular cab,good,8,133572,fwd
25988,2013,chevrolet,silverado 1500 crew cab,good,8,118620,4wd
17488,2013,other,Scion FR-S,good,4,47446,rwd
34988,2016,ford,f250 super duty crew cab,good,8,133203,4wd
13988,2007,ford,f250 super duty super cab,good,8,164229,fwd
26988,2018,ram,promaster cargo van,good,6,75295,fwd
19888,2005,ram,2500 quad cab,good,6,291191,4wd
17998,2010,ford,f150 supercrew cab,good,8,145479,4wd
9788,2005,ford,e250 super duty cargo,good,8,162871,rwd
10500,2007,ford,f450,good,4,170000,fwd
12500,2013,bmw,3 series,good,4,100385,fwd
21500,2017,hyundai,santa fe,good,4,65623,fwd
10999,2013,volvo,xc90,good,6,137297,fwd
22900,2015,ford,edge,good,6,56334,4wd
37997,2015,gmc,sierra 1500,excellent,8,66583,fwd
31955,2013,tesla,model s performance,excellent,4,117621,fwd
38500,2012,gmc,sierra 2500hd,excellent,8,63356,4wd
23497,2014,toyota,tacoma,excellent,6,107028,fwd
71245,2020,toyota,sienna xle ny,excellent,6,2,fwd
26497,2015,ram,1500,excellent,8,48094,fwd
25997,2017,chevrolet,silverado 1500,excellent,8,133778,4wd
12100,2004,ford,super duty f-450 drw,excellent,8,132818,fwd
11498,2015,toyota,prius 5dr hb two (natl),good,4,90124,fwd
29995,2018,chevrolet,silverado 1500,excellent,8,51220,fwd
21997,2011,jeep,wrangler,excellent,6,69573,4wd
49999,2019,ram,2500,like new,6,70433,rwd
26500,2018,ford,explorer,excellent,4,41745,fwd
9991,2014,chevrolet,cruze,good,4,95994,fwd
12000,2015,chrysler,200-series,excellent,6,83291,fwd
12998,2008,chevrolet,impala,good,4,115932,fwd
23999,2015,dodge,challenger sxt plus,good,6,70466,rwd
4200,2004,nissan,altima,good,4,96000,fwd
0,2020,toyota,yaris,good,4,33936,fwd
3000,2008,other,huyndai sonata,fair,4,157903,fwd
38998,2018,bmw,5 series,good,6,31738,rwd
27990,2020,buick,encore gx essence sport,good,4,3077,fwd
34590,2016,mercedes-benz,cls-class cls 400,good,6,42973,fwd
38990,2019,honda,civic type r touring,good,4,6964,fwd
34700,2018,bmw,340i m sport package,excellent,6,22000,rwd
23992,2018,honda,cr-v,good,4,43702,4wd
23800,1979,volkswagen,van/bus,excellent,4,1234,rwd
14750,2008,ford,f150 supercrew,excellent,8,150000,4wd
23762,2017,chrysler,pacifica,good,6,24339,fwd
3000,2006,chrysler,pt cruiser,excellent,4,115000,fwd
38989,2019,chevrolet,colorado,good,4,1652,rwd
879,2020,mercedes-benz,gle gle 350,excellent,4,26313,fwd
12800,2004,toyota,land cruiser,good,8,200005,4wd
19500,1971,volkswagen,bus,good,4,100,fwd
7999,2016,fiat,500,good,4,80400,fwd
10900,2012,honda,civic si 6spd,good,4,150060,fwd
447,2018,toyota,rav4 limited,excellent,4,2800,fwd
0,2014,toyota,tundra crewmax 5.7l ffv v,good,8,69198,fwd
35999,2013,ford,f-150 platinum,good,6,92400,4wd
51863,2018,chevrolet,silverado 1500 4wd cre,good,8,2382,fwd
28998,2019,dodge,durango,good,6,29714,rwd
16900,2013,ford,f150 supercrew 4x4,fair,6,164000,4wd
15500,2018,kia,soul ev,excellent,4,13429,fwd
45000,2020,kia,telluride,excellent,4,25479,fwd
8000,2011,toyota,camry,excellent,4,163246,fwd
15000,2017,kia,soul ev,excellent,4,19051,fwd
17900,2014,ford,f150 supercrew 4x4,good,6,116000,4wd
13500,2014,chevrolet,equinox,excellent,4,65320,fwd
14500,2018,nissan,altima,excellent,4,90542,fwd
12000,2016,nissan,sentra,excellent,4,30760,fwd
6000,2013,nissan,leaf,excellent,4,68502,fwd
15900,2013,ford,f150 supercrew 4x4,good,6,143000,4wd
7998,2012,mini,cooper hardtop,good,4,100311,fwd
633,2021,mercedes-benz,glb 250,excellent,4,2,fwd
0,2019,ford,f-150 lariat crew 5.5ft bed,good,6,10634,fwd
10988,2011,jeep,liberty,good,4,95020,4wd
12900,2009,chevrolet,tahoe ls 4x4,good,8,60032,4wd
0,2019,ram,1500 classic,good,4,13990,rwd
25988,2013,chevrolet,silverado 1500 crew ca,good,4,118620,fwd
0,2020,cadillac,xt6,good,4,4287,fwd
19988,2012,gmc,yukon,good,4,110382,4wd
26988,2018,ram,promaster 1500,good,4,75295,fwd
9788,2005,ford,e-250,good,4,162871,fwd
17488,2013,toyota,scion fr-s,good,4,47446,fwd
19888,2005,ram,other,good,4,291191,4wd
17998,2010,ford,f-150,good,4,145479,4wd
38991,2018,jeep,wrangler unlimited,good,6,28641,4wd
4200,2006,toyota,camry,good,4,172846,fwd
4900,2015,toyota,prius,excellent,4,131,fwd
6500,2009,honda,crv awd,good,4,129000,4wd
670,2018,mercedes-benz,gle 350,excellent,6,22750,fwd
4900,2006,nissan,titan king cab 4x4,fair,8,180000,4wd
12952,2013,ford,escape,good,4,81947,4wd
5500,2009,nissan,cube 1.8 s,excellent,4,149465,fwd
0,2018,chevrolet,silverado 1500,good,4,25667,4wd
17453,2016,nissan,juke,good,4,23014,fwd
0,2019,infiniti,qx80,good,4,40706,4wd
39999,2018,bmw,x5,like new,6,47789,rwd
41500,2007,ford,f-750,good,4,69829,fwd
49995,2019,audi,q7 premium plus 55 tfsi quattro,good,4,31555,fwd
626,2020,mercedes-benz,glb 250,excellent,4,5453,fwd
10898,2014,volkswagen,jetta sedan 4dr dsg tdi value edition,good,4,68605,fwd
13595,2013,gmc,acadia,good,6,103331,fwd
23998,2015,mercedes-benz,m-class ml350 suv,good,6,63968,rwd
19998,2012,volkswagen,touareg 4dr tdi sport w/nav,good,6,78607,4wd
11995,2014,nissan,murano,good,4,62755,fwd
33999,2013,cadillac,escalade premium,good,8,79431,rwd
14992,2014,toyota,rav4,good,4,91356,fwd
6000,2008,bmw,528i,excellent,6,133000,rwd
0,2012,dodge,charger,good,4,148226,rwd
22151,2018,chevrolet,equinox,good,4,20232,fwd
8900,2011,lexus,is250,good,6,121000,fwd
10900,2013,bmw,328xi xdrive awd,good,4,104000,fwd
16900,2017,toyota,rav4 le,good,4,36000,fwd
7900,2014,volkswagen,jetta,good,4,107000,fwd
1000,2009,toyota,camry base,good,4,147000,fwd
20991,2019,dodge,journey,good,4,43157,fwd
25287,2018,audi,a3 sportback e-tron,good,4,14815,fwd
0,2012,chevrolet,silverado 2500hd,good,4,180683,fwd
26999,2013,lexus,other,like new,6,67000,rwd
17992,2015,mazda,mazda6,good,4,28931,fwd
59900,2017,ram,3500,good,4,84000,fwd
0,2017,dodge,challenger,good,4,69051,rwd
21487,2017,audi,a3 sportback e-tron,good,4,13255,fwd
0,2018,ford,f-150,good,4,26696,4wd
0,2017,kia,forte,good,4,56754,fwd
14500,2018,kia,forte,good,4,29121,fwd
16000,2017,kia,forte,good,4,23997,fwd
14500,2018,kia,rio 5-door,good,4,35573,fwd
5500,2014,ford,focus,good,4,0,fwd
34995,2017,ram,pickup 1500,good,8,40788,rwd
25500,2015,bmw,x4 xdrive28i,like new,4,60000,4wd
0,2011,lexus,rx 350,good,4,87644,fwd
19287,2018,nissan,leaf,good,4,18867,fwd
0,1988,ford,f-250,good,4,116672,fwd
8988,2007,ford,edge,good,4,163455,fwd
11888,2010,nissan,xterra,good,4,121572,fwd
24990,2018,volkswagen,golf alltrack tsi s,good,4,19099,fwd
16990,2014,volkswagen,cc 2.0t r-line sedan,good,4,21917,fwd
0,2016,nissan,rogue,good,4,89200,fwd
0,2018,ford,f-150,good,4,43525,rwd
16900,2018,chevrolet,malibu lt turbo,good,4,58318,fwd
19287,2019,nissan,leaf,good,4,2698,fwd
71245,2020,toyota,sienna xle ny,excellent,6,2,fwd
0,2015,ford,expedition,good,4,101247,rwd
25990,2019,volkswagen,golf alltrack tsi se,good,4,47381,fwd
0,1994,ford,mustang,good,4,77720,fwd
123456,1989,chevrolet,camaro iroc-z28,like new,8,73450,rwd
12885,2005,nissan,titan,good,4,167438,rwd
4800,2008,other,scion xd,excellent,4,150000,fwd
18995,2012,gmc,sierra 1500,good,4,173823,fwd
0,2020,jeep,grand cherokee,good,4,8658,rwd
0,2018,gmc,acadia,good,4,28068,fwd
0,2010,honda,fit,good,4,126413,fwd
0,2020,mercedes-benz,e-class,good,4,15087,rwd
0,2015,gmc,terrain,good,4,58136,fwd
17499,2020,honda,civic,good,4,17000,fwd
19995,2020,honda,civic,good,4,3000,fwd
18499,2019,honda,civic,good,4,12000,fwd
16499,2019,honda,civic,good,4,17000,fwd
14995,2018,honda,civic,good,4,29000,fwd
16499,2017,honda,civic,good,4,29000,fwd
17499,2014,toyota,tacoma,good,4,142000,rwd
16995,2019,honda,civic,good,4,12000,fwd
16995,2019,honda,civic,good,4,19000,fwd
13995,2016,honda,accord,good,4,48000,fwd
18995,2019,subaru,impreza,good,4,22000,4wd
2700,2004,mitsubishi,outlander,excellent,4,90000,fwd
19500,1983,chevrolet,other,good,4,50000,fwd
4500,2010,mazda,3,excellent,4,128000,fwd
9995,2006,lexus,gs300 awd,excellent,6,102000,4wd
24400,1997,bmw,m3 sedan,good,4,103000,fwd
4950,2012,chevrolet,cruze ls,good,4,137000,fwd
8999,2013,nissan,altima,excellent,4,124000,4wd
38000,2007,other,PETERBUILT 379,excellent,6,970000,rwd
74800,2014,porsche,911 carrera 4 cabriolet,like new,6,22931,4wd
5000,1993,jeep,grand cherokee,fair,6,150000,4wd
26900,2008,toyota,fj cruiser,good,6,153018,4wd
25000,1984,chevrolet,silverado,good,8,215000,4wd
1500,2002,toyota,avalon limited,good,6,175000,rwd
2200,2002,ford,expedition xlt,fair,8,242000,rwd
18000,1997,ford,f-250 xlt,good,8,114000,4wd
7500,2012,ford,f-150,good,8,248000,rwd
16500,2012,nissan,armada,excellent,8,111000,rwd
23500,2018,lincoln,mkt,excellent,6,44702,fwd
3700,2009,honda,civic gx,good,4,92281,fwd
8995,1997,ram,1500,excellent,8,88000,rwd
41995,2015,jeep,wrangler unlimited sahara 4dr hardtop,good,6,40672,4wd
32900,2017,chevrolet,silverado 2500 hd crew,good,8,77000,4wd
42995,2015,ford,f-150 lifted lariat supercrew 5.0 v8,good,8,70348,4wd
42995,2016,ford,f-150 xlt supercrew ecoboost 3.5l premium,good,6,65676,4wd
7000,2002,ford,f-150 v8 supercrew,like new,8,163324,4wd
299,2011,hyundai,sonata,like new,4,96000,fwd
299,2014,dodge,avenger,like new,4,84605,fwd
61995,2020,ram,3500,good,6,13962,4wd
30,2015,cadillac,escalade esv,excellent,8,124000,4wd
45995,2012,ram,3500 laramie drw crew cab cummins,good,6,97379,4wd
1000,2004,toyota,camry le,fair,4,361000,fwd
5870,2002,toyota,camry v6,excellent,6,133420,fwd
4500,2003,buick,lesabre,excellent,6,46633,fwd
43500,2018,chevrolet,silverado 4x4 ltz,like new,8,66000,4wd
10400,2015,chevrolet,malibu,excellent,4,90482,fwd
12000,2002,ford,f350,good,8,164000,rwd
0,1977,chevrolet,silverado,good,8,51611,rwd
3400,2010,hyundai,accent gls,like new,4,113000,fwd
6800,2012,toyota,corolla,good,4,178000,fwd
9500,2010,toyota,tacoma,good,4,111000,fwd
7500,2005,lincoln,navigator,good,8,77000,4wd
4000,2002,honda,accord,good,4,132739,fwd
21500,1997,ford,f250 4x4,excellent,8,250000,4wd
10500,1996,chevrolet,silverado,new,8,100000,fwd
9500,2000,toyota,tundra,good,8,225700,4wd
12000,2002,ford,thunderbird,excellent,8,139900,rwd
5500,2013,ford,focus se hatchback,good,4,151000,fwd
7895,2005,chevrolet,colorado z85,excellent,4,169001,rwd
7750,2003,acura,tl type s,excellent,4,85000,fwd
7500,1994,other,Isuzu Amigo,excellent,4,125000,fwd
26700,2006,chevrolet,silverado,good,4,164000,4wd
6600,2013,kia,soul,excellent,4,93822,fwd
15000,1986,chevrolet,c10 silverado,excellent,8,133000,rwd
23988,2017,dodge,challenger sxt,good,6,31042,rwd
36999,2019,ram,1500 crew cab warlock,good,8,26956,rwd
62599,2017,rover,v8 supercharged awd,good,8,46425,4wd
13555,2013,bmw,328i xdrive,good,4,73541,4wd
34999,2019,audi,a4 2.0t quattro premium plus awd,good,4,18055,4wd
31799,2017,dodge,challenger r/t,good,8,33145,rwd
6500,1990,lincoln,towncar,excellent,8,78000,rwd
13988,2016,kia,soul ex plus,good,4,65320,fwd
62999,2019,ram,2500 crew cab laramie 4wd diesel,good,6,49960,4wd
24999,2017,dodge,challenger sxt,good,6,29784,rwd
34999,2019,kia,stinger gt awd,good,6,17999,rwd
28999,2017,chevrolet,camaro convertible ss,good,8,57009,rwd
5350,2005,audi,a8,excellent,8,152000,4wd
3000,1985,other,mecury grand marquis,excellent,8,63800,rwd
6600,2008,toyota,camry solara,excellent,4,155000,fwd
22000,2013,chevrolet,tahoe,good,8,95400,4wd
19500,2012,ram,3500,fair,6,243000,4wd
14999,2001,other,Freightliner F650,fair,8,94000,rwd
0,2019,toyota,camry,good,4,47010,fwd
14999,2006,other,Freightliner F650 Kodiak,fair,8,22302,rwd
4750,2005,chrysler,pacifica,excellent,6,169577,4wd
19999,2002,other,International F650 Kodiak,good,6,93000,rwd
6500,2007,toyota,corolla,good,4,115000,fwd
19700,2012,ford,f250 super duty,good,8,341000,4wd
13950,2016,ford,explorer police,good,6,145000,fwd
7500,1966,ford,f100,good,8,15000,rwd
3000,2001,ram,1500,fair,8,219000,rwd
23999,2005,other,International Freightliner,good,6,45000,rwd
29990,2018,audi,q5 premium sport utility 4d,good,4,36722,fwd
39999,2001,other,International F650,good,6,39000,rwd
0,2017,nissan,rogue sv,good,4,64606,fwd
7950,2005,lexus,is300,excellent,6,224000,rwd
23999,2006,other,Freightliner F650 Kodiak,good,6,69000,rwd
18999,2001,other,freightliner f650 kodiak,good,6,124278,rwd
21999,2001,other,International F650 Kodiak,good,6,60800,rwd
7999,2011,honda,cr-z,good,4,100000,fwd
24999,2004,other,Freightliner International,excellent,6,77525,rwd
2900,2002,chevrolet,express 1500 cargo van,salvage,6,162000,rwd
34999,1997,other,International F650,excellent,6,65000,rwd
11900,2015,kia,sorrento lx,good,4,90000,fwd
6799,2008,nissan,altima 3.5,good,4,130000,fwd
6950,2015,nissan,sentra,good,4,133000,fwd
2699,2007,mazda,mazda3 i sport,good,4,243286,fwd
7900,2005,toyota,sienna xle limited,good,6,131777,fwd
27990,2017,dodge,durango sxt sport utility,good,6,18296,rwd
35990,2019,toyota,avalon hybrid limited,good,4,13348,fwd
0,2019,infiniti,qx60,good,4,37856,fwd
0,2016,honda,cr-v,good,4,54709,fwd
6500,2012,chevrolet,impala police,good,4,101000,fwd
500,2012,fiat,500,good,4,100000,fwd
3750,2006,nissan,altima 3.5se,good,6,156440,fwd
10000,2006,rover,sport,good,8,91000,4wd
5950,2011,ford,crown victoria,good,8,96000,fwd
26995,2014,ford,f-150,excellent,6,88420,rwd
9950,2009,chevrolet,tahoe,good,4,186376,fwd
7900,2016,nissan,altima,good,4,77000,fwd
1000,1990,ford,e250 econoline,fair,8,104000,rwd
7750,2011,ford,crown victoria,good,8,114000,fwd
299,2016,kia,soul,excellent,4,112295,fwd
5450,2014,ford,fiesta se,good,4,111948,fwd
25000,1965,ford,expedition xlt,good,4,117000,fwd
0,2014,chevrolet,silverado 1500 4wd cre,good,8,66629,fwd
4300,2011,ford,crown victoria,good,8,117000,fwd
7150,2009,chevrolet,tahoe,good,4,189000,fwd
5450,2013,kia,soul,good,4,69318,fwd
6900,2008,chevrolet,tahoe,good,4,238000,fwd
299,2013,toyota,corolla le,excellent,4,56628,fwd
34988,2016,ford,f-250,good,4,133203,4wd
19000,2017,chevrolet,colorado,good,6,84000,4wd
9988,2008,ford,f-250,good,4,133572,fwd
1500,2003,gmc,envoy,good,4,196900,fwd
2500,1971,toyota,other,good,4,999999,fwd
9800,2003,bmw,z4,excellent,6,53772,rwd
4950,2006,mazda,mazda6 s grand sport,good,6,105734,fwd
11988,2008,ford,f-150,good,4,171627,fwd
4200,2013,chrysler,200 sedan,good,4,143200,fwd
12500,2013,ford,f-150 xlt,excellent,6,146000,rwd
6800,2001,lincoln,ls,like new,8,58173,rwd
12900,2013,cadillac,ats,excellent,6,48000,rwd
0,2000,toyota,camry,good,4,72349,fwd
34500,2019,ram,promaster 1500,excellent,6,81654,fwd
500,2015,other,Flexible Down Payments,good,4,500,fwd
7250,2012,volkswagen,jetta tdi,good,4,109000,fwd
9800,2015,ford,escape se,good,4,89000,fwd
26988,2018,ram,promaster 1500,good,4,75295,fwd
0,2018,ford,f-150,good,4,38301,4wd
0,2020,chevrolet,camaro,good,4,35894,rwd
17488,2013,toyota,scion fr-s,good,4,47446,fwd
66000,2019,ford,f-250 super duty,excellent,8,37185,4wd
7600,2002,ford,f250,good,8,198000,fwd
32995,2014,ford,super duty f-350 drw,excellent,8,105922,rwd
24700,2007,chevrolet,silverado,excellent,8,240000,4wd
5500,2011,toyota,camry,excellent,4,165200,fwd
27990,2019,volkswagen,golf alltrack tsi se,good,4,19623,fwd
4900,2006,nissan,titan king cab 4x4,fair,8,180000,4wd
0,2015,honda,accord coupe lx-s,good,4,57548,fwd
5500,2007,toyota,scion tc,good,4,127150,fwd
0,2019,nissan,frontier sv,good,4,27836,rwd
25990,2017,mercedes-benz,c-class c 300,good,4,33460,fwd
35590,2019,nissan,titan crew cab sv pickup,good,8,24923,fwd
31500,2019,toyota,highlander xle,excellent,4,58701,fwd
5000,2012,buick,verano,good,4,112000,fwd
500,2015,other,Flexible Down Payments,good,4,500,fwd
10000,2004,toyota,4runner,good,8,168731,4wd
37888,2015,ford,f-250,good,4,84437,4wd
27990,2017,audi,a3 premium plus sedan 4d,good,4,19189,fwd
35990,2019,mini,convertible cooper s 2d,good,4,9508,fwd
23590,2016,mini,hardtop 2 door john cooper,good,4,33000,fwd
22590,2016,ford,focus st hatchback 4d,good,4,26024,fwd
5750,2008,audi,a4 2.0t,good,4,118803,fwd
24995,2017,dodge,challenger,excellent,6,36700,rwd
18777,2018,honda,civic ex,like new,4,34738,rwd
31990,2020,toyota,rav4 xle premium sport,good,4,7139,fwd
33590,2012,toyota,fj cruiser sport utility,good,6,73719,4wd
22990,2012,acura,tsx wagon 4d,good,4,11878,fwd
18995,2014,infiniti,q50,excellent,6,74535,rwd
23995,2016,jeep,grand cherokee,excellent,6,41195,fwd
14995,2016,hyundai,tucson,excellent,4,73712,fwd
16000,2013,ford,transit connect,good,4,66734,fwd
17500,2015,ford,transit 150,excellent,6,143553,fwd
12995,2015,jeep,patriot,excellent,4,81692,4wd
16995,2017,nissan,altima,excellent,4,66803,fwd
13500,2013,honda,civic,excellent,4,85901,fwd
14995,2013,hyundai,sonata,excellent,4,52743,fwd
3950,2006,jeep,cherokee,good,4,87000,fwd
53966,2016,cadillac,escalade,like new,8,50000,4wd
19590,2012,audi,a5 2.0t quattro premium,good,4,48086,fwd
26995,2014,bmw,x5 xdrive50i m performance,excellent,8,102189,4wd
20990,2013,other,Scion FR-S Coupe 2D,good,4,39759,rwd
5500,2013,nissan,leaf,good,4,74200,fwd
35990,2018,ford,f150 super cab xlt pickup,good,6,22812,fwd
31590,2016,gmc,canyon crew cab sle pickup,good,4,45196,fwd
30590,2015,mercedes-benz,cls-class cls 400,good,6,63957,rwd
24990,2019,honda,insight touring sedan 4d,good,4,24877,fwd
27990,2020,gmc,terrain sle sport utility 4d,good,4,4481,fwd
24990,2020,chevrolet,bolt ev lt hatchback,good,4,5670,fwd
39599,1992,toyota,land cruiser hdj81 - 80 series,good,4,180000,fwd
31990,2019,honda,ridgeline rtl-t pickup 4d,good,4,56909,fwd
23990,2017,chevrolet,impala premier sedan,good,6,42207,fwd
23950,2012,lexus,ls 460 sedan rwd,excellent,8,58875,fwd
500,2017,fiat,124 spider,good,4,100000,rwd
21990,2017,hyundai,azera sedan 4d,good,6,43459,fwd
17590,2016,mazda,mazda6 i sport sedan 4d,good,4,21116,fwd
8500,2006,dodge,charger,good,8,133000,rwd
14950,2018,ford,f-150,good,6,36154,rwd
13949,2017,honda,accord sport se,excellent,4,125000,fwd
29971,2013,ford,f-150 2wd supercrew 145 fx2,good,6,85686,fwd
0,2017,ford,f-150 lariat 4wd supercrew,good,6,42581,fwd
13500,2017,kia,sorento lx,like new,4,63000,fwd
12500,2007,toyota,sequoia,excellent,8,167000,4wd
8700,2004,gmc,yukon denali,good,8,157000,4wd
9200,1990,cadillac,brougham,good,8,138004,rwd
32990,2020,hyundai,veloster n coupe 3d,good,4,1343,fwd
14991,2015,honda,civic sedan lx,good,4,70544,fwd
24590,2017,toyota,prius four touring,good,4,6008,fwd
27990,2012,gmc,sierra 2500 hd extended cab,good,8,68696,4wd
17990,2017,hyundai,sonata hybrid se sedan,good,4,48703,fwd
20990,2019,toyota,corolla hatchback se 4d,good,4,12287,fwd
15990,2018,toyota,yaris ia sedan 4d,good,4,30474,fwd
24990,2019,acura,ilx premium pkg sedan 4d,good,4,5334,fwd
4900,2015,toyota,prius,excellent,4,131,fwd
500,2015,other,Flexible Down Payments,good,4,500,fwd
24500,1960,jeep,willys,good,8,24750,4wd
9450,2007,mercedes-benz,s-class s550 sedan,excellent,8,171400,rwd
7500,2010,bmw,528i xdrive,excellent,6,151818,rwd
15995,2015,chevrolet,camaro,excellent,6,128616,fwd
14000,2008,ford,f-150,excellent,8,95000,rwd
0,2012,toyota,corolla,good,4,73711,fwd
0,2021,toyota,tacoma,good,4,15,fwd
32990,2019,volkswagen,atlas se 4motion,good,6,3896,fwd
17990,2013,hyundai,genesis 3.8 sedan 4d,good,6,34781,rwd
9900,2016,nissan,sentra,good,4,68000,fwd
13999,2004,toyota,4runner,excellent,6,165000,4wd
7400,1998,ford,mustang,excellent,6,144000,rwd
500,2015,other,Flexible Down Payments,good,4,500,fwd
18000,2012,jeep,other,like new,6,68000,4wd
500,2015,other,Flexible Down Payments,good,4,500,fwd
0,2016,toyota,tundra,excellent,4,82423,fwd
0,2018,jeep,wrangler,excellent,4,23612,fwd
14991,2015,bmw,x1 sdrive28i,good,4,100054,rwd
31990,2020,toyota,tacoma access cab sr,good,4,9261,4wd
0,2016,ford,f-250sd,excellent,4,45057,fwd
18590,2018,hyundai,elantra gt hatchback 4d,good,4,36214,fwd
0,2019,ford,f-150,excellent,4,45130,fwd
0,2001,ram,1500,excellent,4,107798,fwd
0,2019,chevrolet,silverado 1500,excellent,4,27887,fwd
0,2014,ford,escape,excellent,4,37821,fwd
0,2019,nissan,frontier,good,4,5982,fwd
18990,2018,hyundai,sonata se sedan 4d,good,4,14854,fwd
8995,2010,volvo,xc60,like new,6,123000,fwd
5900,2006,honda,civic lx 5spd,good,4,131800,fwd
5000,2009,chevrolet,impala lt,good,6,135000,fwd
9999,2013,chrysler,300,like new,6,83000,fwd
0,2017,ford,f-350 super duty lariat,good,8,25781,fwd
24500,1948,ford,coupe,good,4,19187,fwd
2900,2002,honda,civic,excellent,4,200000,fwd
500,2015,mitsubishi,outlander,like new,4,69000,fwd
0,2020,chevrolet,tahoe,good,4,43180,rwd
0,2020,chevrolet,traverse,good,4,35047,fwd
2000,2005,ford,taurus se,good,6,175000,rwd
39990,2018,audi,a4 allroad prestige wagon,good,4,32547,fwd
17990,2016,toyota,corolla s special edition,good,4,19987,fwd
29590,2019,subaru,forester premium sport,good,4,8677,fwd
23990,2014,audi,allroad premium plus wagon,good,4,42405,fwd
32590,2019,toyota,sienna le minivan 4d,good,4,21883,fwd
14991,2017,jeep,patriot sport se,good,4,78579,fwd
25990,2013,porsche,cayenne sport utility 4d,good,6,76640,fwd
5500,2009,nissan,cube 1.8 s,excellent,4,149465,fwd
15990,2010,audi,a6 3.0t quattro sedan 4d,good,6,75159,fwd
17590,2016,fiat,500x lounge sport utility,good,4,38259,fwd
3400,1998,toyota,camry,good,6,150000,fwd
11950,2011,hyundai,sonata,excellent,4,47300,fwd
8000,1985,ford,f700,good,4,75000,fwd
17500,2012,chevrolet,silverado,good,8,159546,4wd
500,2015,other,Flexible Down Payments,good,4,500,fwd
21500,2019,ford,fusion hybrid,excellent,4,24356,fwd
13591,2018,toyota,corolla im,good,4,75347,fwd
20990,2018,ford,fusion energi plug-in,good,4,39453,fwd
20000,2010,ram,2500 4x4,good,8,140000,4wd
15990,2013,subaru,xv crosstrek premium,good,4,95806,fwd
34999,2015,ford,f150 king ranch 4x4,like new,6,113925,rwd
27590,2015,toyota,4runner sr5 sport utility,good,6,76451,fwd
18477,2017,audi,a3 sportback e-tron,good,4,50205,fwd
23590,2012,nissan,370z touring coupe 2d,good,6,33872,rwd
18590,2015,honda,accord ex-l coupe 2d,good,4,46565,fwd
23590,2018,mini,clubman cooper s hatchback,good,4,20891,fwd
31590,2018,subaru,outback 3.6r limited,good,4,18558,fwd
8800,2011,volkswagen,tiguan touareg,excellent,4,79000,fwd
46000,2016,chevrolet,suburban 1500,excellent,8,33095,rwd
1800,2006,mitsubishi,eclipse,good,4,250000,fwd
3500,1997,ford,f-150 xlt,good,6,146557,rwd
0,2020,honda,civic,good,4,8226,fwd
3500,2003,toyota,sienna,good,6,183000,fwd
18000,2005,mercedes-benz,benz,excellent,8,86000,rwd
500,2017,kia,forte,like new,4,60000,fwd
16995,2011,chevrolet,suburban lt,excellent,8,145784,fwd
500,2015,other,Flexible Down Payments,good,4,500,fwd
2700,1997,ford,taurus,good,6,125000,fwd
500,2015,other,Flexible Down Payments,good,4,500,fwd
19500,2016,honda,odyssey ex-l,good,6,114344,fwd
32590,2019,mazda,mx-5 miata rf grand,good,4,2612,rwd
0,2015,ford,f-250 super duty xlt crew c,good,8,91354,fwd
27590,2015,ram,1500 crew cab tradesman,good,4,48652,fwd
16990,2015,chevrolet,trax ltz sport utility,good,4,38066,fwd
15000,2013,rover,lr2,good,4,73810,fwd
28990,2014,toyota,4runner limited sport,good,6,100176,4wd
20990,2012,lexus,is 250 sedan 4d,good,6,33083,rwd
19500,2016,honda,odyssey ex-l,good,6,114344,fwd
500,2018,fiat,500,good,4,100000,fwd
15000,2008,ford,f-350,excellent,8,82000,fwd
29990,2019,chevrolet,blazer 2lt sport,good,6,21462,fwd
23988,2005,ford,excursion,good,4,171811,4wd
39925,2016,chevrolet,silverado 1500 lt crew,good,8,52961,fwd
0,2014,gmc,sierra 1500 4wd crew cab 143,good,8,94656,fwd
3500,2002,cadillac,seville,good,8,94837,fwd
25500,2014,jeep,wrangler,like new,4,96500,fwd
12900,2017,ford,escape se ecoboost,excellent,4,33000,fwd
5000,2005,honda,accord,excellent,4,181000,fwd
27990,2018,rover,discovery sport se,good,4,33967,4wd
